molecule_chembl_id,canonical_smiles,standard_value
CHEMBL1952068,O=C(N1CCCCC1)N1CC(OC(c2ccccc2)c2cccnc2Cl)C1,7390.0
CHEMBL1952069,O=C(N1CCCCC1)N1CC(OC(c2ccccc2)c2cccnc2)C1,82900.0
CHEMBL1952070,O=C(N1CCCCC1)N1CC(OC(c2ccc(F)cc2)c2cccnc2Cl)C1,5030.0
CHEMBL1952071,COc1ccc(C(OC2CN(C(=O)N3CCCCC3)C2)c2cccnc2Cl)cc1,9080.0
CHEMBL1952072,O=C(N1CCCCC1)N1CC(OC(c2cccc(Cl)c2)c2cccnc2Cl)C1,5010.0
CHEMBL1952073,COc1cccc(C(OC2CN(C(=O)N3CCCCC3)C2)c2cccnc2Cl)c1,7170.0
CHEMBL1952074,Cc1ccccc1C(OC1CN(C(=O)N2CCCCC2)C1)c1cccnc1Cl,206000.0
CHEMBL1952075,Cc1ccccc1C(OC1CN(C(=O)N2CCCCC2)C1)c1ccc(Cl)nc1,500000.0
CHEMBL1952076,O=C(N1CCCCC1)N1CC(OC(c2ccc(Cl)c(Cl)c2)c2cccnc2Cl)C1,6990.0
CHEMBL1952077,O=C(N1CCCCC1)N1CC(OC(c2ccc3c(c2)OCO3)c2cccnc2Cl)C1,3320.0
CHEMBL1952078,O=C(N1CCCCC1)N1CC(OCc2cccnc2Cl)C1,36600.0
CHEMBL1952079,O=C(N1CCCCC1)N1CC(OC(c2ccc(Cl)cc2)c2ccccc2Cl)C1,132000.0
CHEMBL1952080,Cc1ncccc1C(OC1CN(C(=O)N2CCCCC2)C1)c1ccc(Cl)cc1,9600.0
CHEMBL1952081,CN(C)c1ncccc1C(OC1CN(C(=O)N2CCCCC2)C1)c1ccc(Cl)cc1,6260.0
CHEMBL1952082,COc1ncccc1C(OC1CN(C(=O)N2CCCCC2)C1)c1ccc(Cl)cc1,6190.0
CHEMBL1952083,O=C(N1CCCCC1)N1CC(OC(c2ccc(Cl)cc2)c2ccc[nH]c2=O)C1,39700.0
CHEMBL1952084,Cn1cccc(C(OC2CN(C(=O)N3CCCCC3)C2)c2ccc(Cl)cc2)c1=O,190000.0
CHEMBL1952085,O=C(N1CCCC1)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,70500.0
CHEMBL1952086,O=C(N1CCC1)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,98800.0
CHEMBL1952087,O=C(N1CCCCCC1)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,11100.0
CHEMBL1952088,O=C(N1CCOCC1)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,27900.0
CHEMBL1952089,CC1CCCCN1C(=O)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,5040.0
CHEMBL1952090,CC1CCCN(C(=O)N2CC(OC(c3ccc(Cl)cc3)c3cccnc3Cl)C2)C1,1640.0
CHEMBL1952091,CC1CCN(C(=O)N2CC(OC(c3ccc(Cl)cc3)c3cccnc3Cl)C2)CC1,423.0
CHEMBL1952092,CN1CCN(C(=O)N2CC(OC(c3ccc(Cl)cc3)c3cccnc3Cl)C2)CC1,28600.0
CHEMBL1952093,O=C(N1CCC(Cc2ccccc2)CC1)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,537.0
CHEMBL1952094,O=C(N1CCN(Cc2ccccc2)CC1)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,1090.0
CHEMBL1952095,O=C(N1CCC(O)C1)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,500000.0
CHEMBL1952096,O=C(N1CCC(O)CC1)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,37000.0
CHEMBL1952097,O=C(N1CCCC(O)C1)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,135000.0
CHEMBL1952098,O=C(N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1)N1CCCCC1CO,500000.0
CHEMBL1952099,O=C(N1CCC(CO)CC1)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,17400.0
CHEMBL1952265,O=C(N1CCC(F)CC1)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,2250.0
CHEMBL1952266,O=C(N1CCC(F)(F)CC1)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,5100.0
CHEMBL1952267,CCN(CC)C(=O)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,62400.0
CHEMBL1952268,CCN(CCO)C(=O)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,500000.0
CHEMBL1952269,CN(Cc1ccccc1)C(=O)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,2090.0
CHEMBL1952270,CN(C(=O)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1)c1ccccc1,193000.0
CHEMBL1952271,CN(CCc1ccccc1)C(=O)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,6540.0
CHEMBL1952272,O=C(NCc1ccccc1)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,500000.0
CHEMBL1952273,CC(C)(C)NC(=O)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,500000.0
CHEMBL1952274,O=C(N(Cc1ccccc1)Cc1ccccc1)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,500000.0
CHEMBL1952275,O=C(N(CCO)Cc1ccccc1)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,500000.0
CHEMBL1952276,CN(C)CCN(Cc1ccccc1)C(=O)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,500000.0
CHEMBL1952277,O=C(N1Cc2ccccc2C1)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,24700.0
CHEMBL1952278,O=C(N1CCc2ccccc2C1)N1CC(OC(c2ccc(Cl)cc2)c2cccnc2Cl)C1,6820.0
CHEMBL1952279,CN(Cc1ccccc1)C(=O)N1CC(O[C@H](c2ccc(Cl)cc2)c2cccnc2Cl)C1,40800.0
CHEMBL1952280,CN(Cc1ccccc1)C(=O)N1CC(O[C@@H](c2ccc(Cl)cc2)c2cccnc2Cl)C1,887.0
CHEMBL2047528,CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1,2260.0
CHEMBL2047529,CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCCCN2CCOCC2)c1,14840.0
CHEMBL2047530,CN(CCCOc1ccc2c(=O)c3cccnc3oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1,520.0
CHEMBL2047531,CN(CCCOc1ccc2c(=O)c3cccnc3oc2c1)Cc1cccc(OC(=O)NCCCCCCCN2CCOCC2)c1,39040.0
CHEMBL2151436,C=CCCC(=O)N1C[C@@H]([C@@H](C)OCCCCc2ccccc2)C1=O,8.0
CHEMBL2151043,C=CCCCN1C[C@@H]([C@@H](C)OC(=O)CCCc2ccccc2)C1=O,82800.0
CHEMBL2151433,C=CCCCN1C[C@@H]([C@@H](C)OCCCCc2ccccc2)C1=O,88600.0
CHEMBL2151434,C=CCCCN1CC([C@@H](C)OCCCCc2ccccc2)C1,1000000.0
CHEMBL2151435,C=CCCC(=O)N1CC([C@@H](C)OCCCCc2ccccc2)C1,2900.0
CHEMBL2158903,S=C(Nc1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,1000000.0
CHEMBL2158904,O=[N+]([O-])c1ccc(NC(=S)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,1000000.0
CHEMBL2158905,O=C(C(=S)N1CCN(C(c2ccccc2)c2ccccc2)CC1)c1ccccc1,1000000.0
CHEMBL2158906,O=C(C(=S)N1CCN(C(c2ccccc2)c2ccccc2)CC1)c1ccc([N+](=O)[O-])cc1,1000000.0
CHEMBL2158907,S=C(Sc1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,1000000.0
CHEMBL2158908,Cc1ccc(SC(=S)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,1000000.0
CHEMBL2158909,S=C(Sc1ccc(Cl)cc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,1000000.0
CHEMBL2158910,S=C(Sc1ccccc1Cl)N1CCN(C(c2ccccc2)c2ccccc2)CC1,1000000.0
CHEMBL2158911,S=C(Sc1cccc(Br)c1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,1000000.0
CHEMBL2158912,COc1ccc(SC(=S)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,1000000.0
CHEMBL2158913,CC(=O)c1ccc(SC(=S)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,1000000.0
CHEMBL2158914,CCN(CC)C(=O)c1ccc(SC(=S)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,1000000.0
CHEMBL2158915,CC(C)(C)c1ccc(SC(=S)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,1000000.0
CHEMBL2158916,FC(F)(F)c1ccc(SC(=S)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,1000000.0
CHEMBL2158917,O=[N+]([O-])c1ccc(SC(=S)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,1000000.0
CHEMBL2158918,O=[N+]([O-])c1ccc(SC(=S)N2CCN(C(c3ccccc3)c3ccccc3)CC2)c([N+](=O)[O-])c1,1000000.0
CHEMBL2158919,CN1CCN(C(=S)Sc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CC1,23442.29
CHEMBL2158920,O=[N+]([O-])c1ccc(SC(=S)N2CCOCC2)c([N+](=O)[O-])c1,53703.18
CHEMBL2158921,O=C1CCN(C(=S)Sc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CC1,97723.72
CHEMBL2158922,O=[N+]([O-])c1ccc(SC(=S)N2CCCCC2)c([N+](=O)[O-])c1,46773.51
CHEMBL2158923,O=[N+]([O-])c1ccc(SC(=S)N2CCSCC2)c([N+](=O)[O-])c1,19054.61
CHEMBL2158924,CC1CCCC(C)N1C(=S)Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],44668.36
CHEMBL2158925,O=[N+]([O-])c1ccc(SC(=S)N2CCCC2)c([N+](=O)[O-])c1,22387.21
CHEMBL2158926,O=[N+]([O-])c1ccc(SC(=S)N(c2ccccc2)c2ccccc2)c([N+](=O)[O-])c1,1000000.0
CHEMBL2158927,O=[N+]([O-])c1ccc(SC(=S)N(C2CCCCC2)C2CCCCC2)c([N+](=O)[O-])c1,1000000.0
CHEMBL2158928,CN(Cc1ccccc1)C(=S)Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],933.25
CHEMBL2158929,CCN(Cc1ccccc1)C(=S)Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],5248.07
CHEMBL2158930,O=[N+]([O-])c1ccc(SC(=S)N2CCc3ccccc3C2)c([N+](=O)[O-])c1,52480.75
CHEMBL2158931,O=[N+]([O-])c1ccc(SC(=S)N(Cc2ccccc2)Cc2ccccc2)c([N+](=O)[O-])c1,6760.83
CHEMBL2158982,O=[N+]([O-])c1ccc(SC(=S)N2CCN(c3ccccc3)CC2)c([N+](=O)[O-])c1,2754.23
CHEMBL2158983,O=[N+]([O-])c1ccc(SC(=S)N2CCN(Cc3ccccc3)CC2)c([N+](=O)[O-])c1,18620.87
CHEMBL2158984,O=[N+]([O-])c1ccc(SC(=S)N2CCC(Cc3ccccc3)CC2)c([N+](=O)[O-])c1,1995.26
CHEMBL2158985,O=[N+]([O-])c1ccc(SC(=S)N2CCN(C/C=C/c3ccccc3)CC2)c([N+](=O)[O-])c1,4897.79
CHEMBL2158986,CC(c1ccccc1)N1CCN(C(=S)Sc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])CC1,15848.93
CHEMBL2158987,O=[N+]([O-])c1ccc(SC(=S)N2CCN(Cc3ccc(-c4ccccc4)cc3)CC2)c([N+](=O)[O-])c1,2570.4
CHEMBL2158988,O=[N+]([O-])c1ccc(SC(=S)N2CCN(Cc3ccc(Br)cc3)CC2)c([N+](=O)[O-])c1,1148.15
CHEMBL2158989,CC(C)(C)c1ccc(CN2CCN(C(=S)Sc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])CC2)cc1,1737.8
CHEMBL2159795,O=C(Nc1ccccc1)c1cc(N2CCN(C(=O)n3nnc4ccccc43)CC2)ccc1[N+](=O)[O-],363.0
CHEMBL2159794,O=C(NC1CCCCC1)c1cc(N2CCN(C(=O)n3nnc4ccccc43)CC2)ccc1[N+](=O)[O-],490.0
CHEMBL2159793,CC(C)NC(=O)c1cc(N2CCN(C(=O)n3nnc4ccccc43)CC2)ccc1[N+](=O)[O-],2089.0
CHEMBL2159790,O=C(c1cc(N2CCN(C(=O)n3nnc4ccccc43)CC2)ccc1[N+](=O)[O-])N1CCCCC1,2291.0
CHEMBL2159789,CN(C)C(=O)c1cc(N2CCN(C(=O)n3nnc4ccccc43)CC2)ccc1[N+](=O)[O-],5012.0
CHEMBL2159788,O=C(N1CCN(c2ccc([N+](=O)[O-])cc2)CC1)n1nnc2ccccc21,34.0
CHEMBL2159787,COc1ccc(N2CCN(C(=O)n3nnc4ccccc43)CC2)cc1,15.0
CHEMBL2159786,O=C(c1ccc(N2CCN(C(=O)n3nnc4ccccc43)CC2)c([N+](=O)[O-])c1)N1CCOCC1,1950.0
CHEMBL2159785,CC(C)NC(=O)c1ccc(N2CCN(C(=O)n3nnc4ccccc43)CC2)c([N+](=O)[O-])c1,158.0
CHEMBL2159784,O=C(N1CCN(c2ccccc2[N+](=O)[O-])CC1)n1nnc2ccccc21,19.0
CHEMBL2159783,Cc1ccccc1N1CCN(C(=O)n2nnc3ccccc32)CC1,3.0
CHEMBL2159782,O=C(N1CCN(c2ccccc2F)CC1)n1nnc2ccccc21,13.0
CHEMBL2159781,O=C(N1CCN(C(c2ccccc2)c2ccccc2)CC1)n1nnc2ccccc21,562.0
CHEMBL2159780,O=C(N1CCN(Cc2cccc3ccccc23)CC1)n1nnc2ccccc21,13.0
CHEMBL2159779,O=C(N1CCN(Cc2ccc3ccccc3c2)CC1)n1nnc2ccccc21,12.0
CHEMBL2159778,O=C(N1CCN(Cc2ccccc2-c2ccccc2)CC1)n1nnc2ccccc21,32.0
CHEMBL2159777,O=C(N1CCN(Cc2cccc(-c3ccccc3)c2)CC1)n1nnc2ccccc21,9.0
CHEMBL2159813,O=C(N1CCN(Cc2ccc(-c3ccccc3)cc2)CC1)n1nnc2ccccc21,18.0
CHEMBL2159812,O=C(Nc1ccccc1)c1cccc(CN2CCN(C(=O)n3nnc4ccccc43)CC2)c1,35.0
CHEMBL2159811,O=C(NC1CCCCC1)c1cccc(CN2CCN(C(=O)n3nnc4ccccc43)CC2)c1,44.0
CHEMBL2159810,CN1CCN(C(=O)c2cccc(CN3CCN(C(=O)n4nnc5ccccc54)CC3)c2)CC1,1380.0
CHEMBL2159809,O=C(c1cccc(CN2CCN(C(=O)n3nnc4ccccc43)CC2)c1)N1CCCCC1,58.0
CHEMBL2159808,CN(C)C(=O)c1cccc(CN2CCN(C(=O)n3nnc4ccccc43)CC2)c1,275.0
CHEMBL2159807,O=C(O)c1cccc(CN2CCN(C(=O)n3nnc4ccccc43)CC2)c1,27542.0
CHEMBL2159806,O=C(N1CCN(Cc2cccc([N+](=O)[O-])c2)CC1)n1nnc2ccccc21,43.0
CHEMBL2159805,O=C(N1CCN(Cc2cccc(Cl)c2)CC1)n1nnc2ccccc21,9.0
CHEMBL2159804,O=C(N1CCN(Cc2ccc([N+](=O)[O-])cc2)CC1)n1nnc2ccccc21,89.0
CHEMBL2159803,O=C(N1CCN(Cc2ccc(Br)cc2)CC1)n1nnc2ccccc21,22.0
CHEMBL2159802,O=C(N1CCN(Cc2ccc(Cl)cc2)CC1)n1nnc2ccccc21,17.0
CHEMBL2159801,O=C(N1CCN(Cc2ccc(F)cc2)CC1)n1nnc2ccccc21,15.0
CHEMBL2159800,O=C(N1CCC(Cc2ccccc2)CC1)n1nnc2ccccc21,2.0
CHEMBL2159799,O=C(N1CCN(C/C=C/c2ccccc2)CC1)n1nnc2ccccc21,28.0
CHEMBL2159798,O=C(N1CCN(Cc2ccccc2)CC1)n1nnc2ccccc21,19.0
CHEMBL2159797,O=C(N1CCN(c2ccccc2)CC1)n1nnc2ccccc21,11.0
CHEMBL2165094,Cc1cc(C(N)=O)c(-c2cccc(OC(=O)NCCCCCCc3ccccc3)c2)o1,102.0
CHEMBL2165083,C#CCCCCCCCCCNC(=O)Oc1cccc(-n2ccc(C(N)=O)c2)c1,170.0
CHEMBL2164583,O=C(Nc1ccc(F)cc1F)NC(Cc1ccccc1)C(=O)N1CCC(Cc2ccccc2)CC1,10000.0
CHEMBL2164605,COc1cc(Br)cc(CN2CCN(C(=O)Nc3ccccc3)CC2)c1O,120.0
CHEMBL2164604,O=C(Nc1ccncn1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,41.0
CHEMBL2164603,O=C(Nc1ccccn1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,12.0
CHEMBL2164602,O=C(Nc1cccnc1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,1.4
CHEMBL2164601,O=C(Nc1ccncc1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,15.0
CHEMBL2164600,CC(C)(C)c1ccc(Oc2cccc(CN3CCN(C(=O)Nc4ccccc4)CC3)c2)cc1,46.0
CHEMBL2164599,COc1ccc(Oc2cccc(CN3CCN(C(=O)Nc4ccccc4)CC3)c2)cc1,12.0
CHEMBL2164598,Cc1ccc(Oc2cccc(CN3CCN(C(=O)Nc4ccccc4)CC3)c2)cc1,11.0
CHEMBL2164597,O=C(Nc1ccccc1)N1CCN(Cc2ccc(Oc3ccc(Cl)cc3)cc2)CC1,62.0
CHEMBL2164596,O=C(Nc1ccccc1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,6.0
CHEMBL2164595,O=C(Nc1ccccc1)N1CCN(Cc2ccc(Oc3ccccc3)cc2)CC1,2830.0
CHEMBL2164594,O=C(Nc1ccccc1)N1CCN(Cc2cccc(Oc3ccccc3)c2)CC1,74.0
CHEMBL2164593,COc1ccc(CN2CCN(C(=O)Nc3ccccc3)CC2)cc1,490.0
CHEMBL2164592,COc1cccc(CN2CCN(C(=O)Nc3ccccc3)CC2)c1,1530.0
CHEMBL2164591,O=C(Nc1ccccc1)N1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,50.0
CHEMBL2164590,O=C(Nc1ccccc1)N1CCN(Cc2cccc(C(F)(F)F)c2)CC1,350.0
CHEMBL2164589,N#Cc1ccc(CN2CCN(C(=O)Nc3ccccc3)CC2)cc1,4670.0
CHEMBL2164588,N#Cc1cccc(CN2CCN(C(=O)Nc3ccccc3)CC2)c1,6670.0
CHEMBL2164587,O=C(Nc1ccccc1)N1CCN(Cc2ccc(F)cc2)CC1,2770.0
CHEMBL2164586,O=C(Nc1ccccc1)N1CCN(Cc2cccc(F)c2)CC1,2470.0
CHEMBL1895507,O=C(Nc1ccccc1)N1CCN(Cc2ccc(Cl)cc2)CC1,128.0
CHEMBL2164585,O=C(Nc1ccccc1)N1CCN(Cc2cccc(Cl)c2)CC1,840.0
CHEMBL2164606,O=C(Nc1ccccc1)N1CCN(Cc2ccccc2Cl)CC1,4670.0
CHEMBL1619418,O=C(Nc1ccccc1)N1CCN(Cc2ccccc2)CC1,10000.0
CHEMBL2178953,Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc2)nc1C(N)=O,3700.0
CHEMBL2207359,O=C(Nc1ccn2ccnc2n1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,140.0
CHEMBL2207358,O=C(Nc1ccnc2nccn12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,3.0
CHEMBL2207357,O=C(Nc1cc2nccn2cn1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,17.0
CHEMBL2203328,O=C(Nc1cnc2cccnn12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,3.7
CHEMBL2207356,O=C(Nc1cccc2nccn12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,2.7
CHEMBL2207355,O=C(Nc1ccc2nccn2c1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,100.0
CHEMBL2207354,O=C(Nc1ccn2ccnc2c1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,33.0
CHEMBL2207353,O=C(Nc1cccn2ccnc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,310.0
CHEMBL2207352,O=C(Nc1cn2ccccc2n1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,10000.0
CHEMBL2207351,O=C(Nc1cnc2ccccn12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,46.0
CHEMBL2207350,O=C(Nc1noc2cccnc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,13.0
CHEMBL2207349,O=C(Nc1noc2ccncc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,180.0
CHEMBL2207348,O=C(Nc1noc2cnccc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,0.5
CHEMBL2207347,O=C(Nc1noc2ncccc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,22.0
CHEMBL2207346,O=C(Nc1noc2ccccc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,10.0
CHEMBL2207345,O=C(Nc1cnc2cc[nH]c2c1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,69.0
CHEMBL2207344,O=C(Nc1cnc2[nH]ccc2c1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,3.4
CHEMBL2207343,O=C(Nc1cncc2ccccc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,6.7
CHEMBL2207342,Cc1nc2cc(NC(=O)N3CCN(Cc4cccc(Oc5ccc(Cl)cc5)c4)CC3)ccc2o1,7.7
CHEMBL2207341,O=C(Nc1cccc2cn[nH]c12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,1300.0
CHEMBL2207340,O=C(Nc1cccc2nsnc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,5.8
CHEMBL2207366,O=C(Nc1cccc2nonc12)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,28.0
CHEMBL2207365,O=C(Nc1nocc1Cl)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,5.2
CHEMBL2207364,O=C(Nc1ccon1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,28.0
CHEMBL2207363,O=C(Nc1nn[nH]n1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,103.0
CHEMBL2207362,O=C(Nc1cc[nH]n1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,32.0
CHEMBL2207361,O=C(Nc1cccnn1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,7.7
CHEMBL2207360,O=C(Nc1cnccn1)N1CCN(Cc2cccc(Oc3ccc(Cl)cc3)c2)CC1,8.7
CHEMBL2262724,c1ccc(-c2ccc(CN3CCOCC3)cc2)cc1,1000000.0
CHEMBL2262723,Clc1ccc(CN2CCOCC2)cc1,1000000.0
CHEMBL2262739,Clc1ccccc1CN1CCOCC1,1000000.0
CHEMBL2262738,O=C(c1ccc(-c2ccccc2)cc1)N1CCOCC1,1000000.0
CHEMBL2262737,O=C(c1ccc(Cl)cc1)N1CCOCC1,1000000.0
CHEMBL2262736,O=C(c1ccccc1Cl)N1CCOCC1,1000000.0
CHEMBL2262735,S=C(Cc1ccc(-c2ccccc2)cc1)NCCc1ccccc1,724435.96
CHEMBL2262734,Fc1ccc(C(=S)NCCc2ccccc2)cc1,1000000.0
CHEMBL2262733,S=C(NCCc1ccccc1)c1ccc(Cl)c(Cl)c1,53703.18
CHEMBL2262732,S=C(NCCc1ccccc1)c1ccc(Cl)cc1Cl,1000000.0
CHEMBL2262731,S=C(NCCc1ccccc1)c1ccccc1Cl,1000000.0
CHEMBL2262730,S=C(NCCc1ccccc1)c1ccc(Cl)cc1,407380.28
CHEMBL2262729,S=C(NCCc1ccccc1)c1ccc(Br)cc1,1000000.0
CHEMBL2262728,COC(=O)c1ccc(C(=S)NCCc2ccccc2)cc1,1000000.0
CHEMBL2262727,Oc1ccc(C(=S)NCCc2ccccc2)cc1O,724435.96
CHEMBL2262726,S=C(NCCc1ccccc1)c1ccccc1,1000000.0
CHEMBL2262725,Cc1cccc(C(=S)N2CCCCC2)c1,61659.5
CHEMBL2262751,S=C(c1ccccc1)N1CCCCC1,1000000.0
CHEMBL2262750,S=C(Cc1ccccc1Cl)N1CCOCC1,1000000.0
CHEMBL2135912,S=C(Cc1ccc(-c2ccccc2)cc1)N1CCOCC1,30902.95
CHEMBL1096411,COc1ccc(CC(=S)N2CCOCC2)cc1OC,1000000.0
CHEMBL1572622,S=C(Cc1ccc(Cl)cc1)N1CCOCC1,77624.71
CHEMBL1097739,Cc1ccc(CC(=S)N2CCOCC2)cc1,48977.88
CHEMBL1094103,S=C(Cc1ccccc1)N1CCOCC1,1000000.0
CHEMBL1384445,COC(=O)c1ccc(C(=S)N2CCOCC2)cc1,1000000.0
CHEMBL1410457,CN(C)c1ccc(C(=S)N2CCOCC2)cc1,1000000.0
CHEMBL2262749,O=[N+]([O-])c1cccc(C(=S)N2CCOCC2)c1,245470.89
CHEMBL1452295,S=C(c1ccc(-c2ccccc2)cc1)N1CCOCC1,30902.95
CHEMBL2262748,S=C(c1ccc(C2CCCCC2)cc1)N1CCOCC1,1000000.0
CHEMBL2262747,Oc1ccc(C(=S)N2CCOCC2)cc1,562341.33
CHEMBL2262746,Oc1ccccc1C(=S)N1CCOCC1,1000000.0
CHEMBL2262745,S=C(c1ccc(Br)cc1)N1CCOCC1,1000000.0
CHEMBL2262744,S=C(c1ccc(Cl)c(Cl)c1)N1CCOCC1,1000000.0
CHEMBL2262743,S=C(c1ccc(Cl)cc1Cl)N1CCOCC1,1000000.0
CHEMBL1348974,S=C(c1ccc(Cl)cc1)N1CCOCC1,301995.17
CHEMBL2262742,S=C(c1cccc(Cl)c1)N1CCOCC1,1000000.0
CHEMBL2262741,S=C(c1ccccc1Cl)N1CCOCC1,1000000.0
CHEMBL2262740,S=C(c1ccccc1)N1CCOCC1,1000000.0
CHEMBL2313947,C=CCCC(=O)N1C[C@@H]([C@@H](C)OC(=O)CCCc2ccncc2)C1=O,309.03
CHEMBL2313946,C=CCNC(=S)N1C[C@@H]([C@@H](C)OC(=O)NCCc2ccccc2)C1=O,954.99
CHEMBL2313945,C=CCNC(=O)N1C[C@@H]([C@@H](C)OC(=O)NCCc2ccccc2)C1=O,28.84
CHEMBL2313944,C=CCOC(=O)N1C[C@@H]([C@@H](C)OC(=O)NCCc2ccccc2)C1=O,12.02
CHEMBL2313943,C=CCCC(=O)N1C[C@@H]([C@@H](C)OC(=O)NCCc2ccccc2)C1=O,33.11
CHEMBL2313942,C=CCNC(=S)N1C[C@@H]([C@@H](C)OC(=O)COCc2ccccc2)C1=O,1047.13
